SalesOrderNumber	OrderDate	OrderedProducts	EmployeeKey	OrderedQuantity	TotalPrice	TotalSales	TotalCost	TotalMargin
SO57088	2019-11-13	37	285	133	12431.12	29131.57	30188.63	-1057.06
SO50302	2019-05-28	9	285	36	3848.4	11715.22	10437.56	1277.66
SO44786	2017-12-26	2	285	3	1532.35	2342.11	2022.03	320.08
SO57083	2019-11-11	34	288	114	12961.56	28881.65	29947.72	-1066.07
SO47718	2018-10-26	51	281	200	22570.63	86493.12	86658.81	-165.69
SO69523	2020-05-24	1	283	1	356.9	356.9	360.94	-4.04
SO65320	2020-03-31	1	288	1	602.35	602.35	601.74	0.61
SO45276	2018-02-05	3	288	3	6089.97	6089.97	5708.33	381.64
SO51104	2019-07-08	51	292	182	12012.56	29019.87	26078.79	2941.08
SO44743	2017-12-04	8	289	26	10391.65	42254.49	39329.44	2925.05
SO45579	2018-03-31	1	285	2	2039.99	4079.98	3824.31	255.67
SO65272	2020-03-22	1	285	1	37.15	37.15	27.49	9.66
SO50234	2019-05-11	4	285	12	184.04	517.18	364.92	152.26
SO59038	2019-12-23	9	295	14	2483.5	2518.23	2617.3	-99.07
SO51806	2019-08-20	26	296	128	7483.92	15136.82	17137.76	-2000.94
SO43849	2017-08-03	11	272	18	12328.19	20544.67	19260.01	1284.66
SO44552	2017-11-24	19	285	67	18788.95	97915.2	91190.02	6725.18
SO51862	2019-08-30	1	283	3	1376.99	4130.97	3755.94	375.03
SO58941	2019-12-07	3	288	3	564.62	564.62	568.93	-4.31
SO44501	2017-11-06	20	286	35	13173.41	19669.41	19650.46	18.95
SO46980	2018-08-12	37	287	89	20273.31	50382.77	50750.47	-367.7
SO58942	2019-12-07	3	282	6	2025.24	2632.23	2734.39	-102.16
SO49123	2019-02-18	27	283	72	16944.47	44129.9	45007.81	-877.91
SO63127	2020-02-02	9	284	19	3094.42	7879.03	8319.19	-440.16
SO47986	2018-11-05	51	289	249	15826.83	87942.32	78329.84	9612.48
SO67305	2020-04-16	48	287	326	18947.98	116729.89	120542.42	-3812.53
SO48749	2019-01-12	4	282	7	1879.16	3288.53	3406.95	-118.42
SO47456	2018-09-29	32	283	134	13529.02	48294.06	42878.27	5415.79
SO50210	2019-05-06	27	282	73	12292.49	36879.21	33015.8	3863.41
SO48053	2018-11-20	27	291	93	10021.72	38319.8	34264.77	4055.03
SO48003	2018-11-10	3	283	10	79.02	242.25	200.96	41.29
SO61259	2020-01-29	1	285	1	323.99	323.99	343.65	-19.66
SO69510	2020-05-21	8	285	29	1648.44	3873.97	3244.9	629.07
SO67268	2020-04-06	39	291	235	11448.26	35533.44	37423.59	-1890.15
SO53572	2019-09-23	3	284	7	1191.78	2259.71	3258.73	-999.02
SO46962	2018-08-08	1	285	2	1242.85	2485.7	2235.71	249.99
SO50318	2019-05-31	1	292	1	202.33	202.33	187.16	15.17
SO49096	2019-02-12	4	285	15	1297.83	6375.2	5685.75	689.45
SO59002	2019-12-17	2	284	2	404.66	404.66	409.26	-4.6
SO45518	2018-03-02	5	289	6	10154.95	12179.94	11416.67	763.27
SO61235	2020-01-22	20	296	36	16762.5	31850.38	32836.92	-986.54
SO53609	2019-09-28	6	295	9	1491.5	1523.27	1377.99	145.28
SO65089	2020-03-01	1	295	1	1466.01	1466.01	1554.95	-88.94
SO47007	2018-08-20	4	288	7	1800.17	4142.63	3787.8	354.83
SO47019	2018-08-22	6	292	11	534.41	980.9	801.05	179.85
SO51785	2019-08-18	4	288	5	1980.82	2180.87	2355.12	-174.25
SO65235	2020-03-16	20	284	71	10184.34	26765.51	24072.8	2692.71
SO57073	2019-11-10	4	291	15	1502.96	5969.85	5295.88	673.97
SO49090	2019-02-11	25	285	61	18599.19	40433.21	41217.0	-783.79
SO46999	2018-08-17	2	281	4	809.66	2371.3	2195.85	175.45
SO45304	2018-02-15	6	281	10	12194.94	20324.9	19051.24	1273.66
SO61247	2020-01-25	6	281	15	1717.45	3263.31	3351.91	-88.6
SO44505	2017-11-07	8	282	22	10501.71	34977.99	32606.28	2371.71
SO45271	2018-02-02	5	281	11	2552.63	5980.05	5959.3	20.75
SO65211	2020-03-10	4	293	9	2689.16	5005.71	5309.43	-303.72
SO47037	2018-08-25	50	284	218	16718.34	52083.99	50995.24	1088.75
SO45072	2018-01-29	3	283	5	1258.38	2097.3	2065.73	31.57
SO45808	2018-04-25	5	289	8	3007.96	4266.34	4248.3	18.04
SO61261	2020-01-30	1	281	1	38.1	38.1	23.75	14.35
SO58954	2019-12-10	1	285	1	323.99	323.99	343.65	-19.66
SO44528	2017-11-14	12	283	62	18521.61	108783.37	101727.28	7056.09
SO57022	2019-11-02	15	291	35	2671.71	3453.45	3508.02	-54.57
SO65161	2020-03-03	5	287	7	3495.58	4386.4	4544.3	-157.9
SO48312	2018-12-08	2	287	4	784.2	1152.08	1116.08	36.0
SO55327	2019-10-30	1	296	1	1430.44	1430.44	1481.94	-51.5
SO46990	2018-08-15	2	286	2	924.4	924.4	794.21	130.19
SO51775	2019-08-16	48	285	175	18446.7	38552.13	40298.28	-1746.15
SO48084	2018-11-28	11	290	18	2415.35	3923.93	3946.24	-22.31
SO50229	2019-05-10	2	284	4	1252.25	2504.5	2242.96	261.54
SO49518	2019-03-22	40	283	123	13267.34	31319.44	31258.56	60.88
SO45299	2018-02-12	20	282	37	12225.84	20432.45	20441.64	-9.19
SO51690	2019-08-01	4	295	13	1515.27	3170.58	2920.79	249.79
SO51829	2019-08-24	7	287	14	3870.86	10277.01	11563.08	-1286.07
SO51768	2019-08-15	1	288	1	26.72	26.72	19.78	6.94
SO65247	2020-03-19	11	296	25	8999.32	22856.96	23648.37	-791.41
SO48081	2018-11-27	1	288	1	1466.01	1466.01	1518.79	-52.78
SO69481	2020-05-16	5	283	10	1305.42	2780.78	2821.11	-40.33
SO61201	2020-01-09	4	281	13	1502.96	1880.87	1566.1	314.77
SO46378	2018-06-23	3	283	4	1258.38	1677.84	1652.59	25.25
SO61193	2020-01-06	20	281	80	15084.12	56182.12	59508.56	-3326.44
SO61205	2020-01-12	1	285	9	41.99	377.91	235.59	142.32
SO55273	2019-10-14	1	293	6	41.99	251.94	157.06	94.88
SO44526	2017-11-14	13	284	26	6499.82	16506.1	16582.41	-76.31
SO48315	2018-12-10	1	282	2	125.42	250.84	185.61	65.23
SO57041	2019-11-06	20	281	67	13487.43	63878.72	65985.46	-2106.74
SO50301	2019-05-28	22	282	82	10063.74	42534.05	38186.38	4347.67
SO44078	2017-09-05	8	289	17	11100.65	28045.27	26015.11	2030.16
SO47022	2018-08-23	1	283	1	469.79	469.79	486.71	-16.92
SO63120	2020-02-01	3	291	5	125.97	209.95	130.88	79.07
SO69489	2020-05-17	6	283	13	764.34	964.67	1014.57	-49.9
SO57146	2019-11-22	1	283	1	818.7	818.7	747.2	71.5
SO49487	2019-03-12	4	285	7	1297.83	1366.2	1199.83	166.37
SO45805	2018-04-22	20	285	33	16408.6	24604.66	24668.44	-63.78
SO53598	2019-09-26	8	282	44	1700.55	3796.19	3717.8	78.39
SO46940	2018-08-03	56	291	154	24089.75	52182.02	51976.4	205.62
SO46087	2018-05-24	21	283	35	16351.66	24144.98	24205.81	-60.83
SO48355	2018-12-20	2	291	9	34.03	70.36	70.92	-0.56
SO50197	2019-05-02	2	291	3	1909.2	3218.14	3247.02	-28.88
SO57163	2019-11-25	1	289	1	149.87	149.87	136.79	13.08
SO45270	2018-02-02	18	285	36	15021.38	28770.59	28903.52	-132.93
SO44076	2017-09-05	2	283	2	4079.98	4079.98	3824.3	255.68
SO63211	2020-02-18	5	295	14	2408.66	3472.37	3645.19	-172.82
SO51857	2019-08-29	45	292	251	20075.23	100922.17	118942.67	-18020.5
SO47702	2018-10-21	4	283	13	2504.5	7536.29	6744.55	791.74
SO47963	2018-11-01	4	291	9	2504.5	5031.79	4501.59	530.2
SO47004	2018-08-19	51	290	242	14781.81	53201.58	46848.84	6352.74
SO45331	2018-02-22	15	285	26	12896.45	20148.67	20202.64	-53.97
SO46369	2018-06-20	7	272	11	3456.26	3962.24	3962.06	0.18
SO47006	2018-08-20	36	288	143	10611.88	38625.9	34173.92	4451.98
SO53588	2019-09-24	1	294	1	54.94	54.94	40.66	14.28
SO69395	2020-05-02	1	288	2	445.41	890.82	922.89	-32.07
SO48393	2018-12-29	38	285	153	22108.23	97962.15	99265.04	-1302.89
SO47451	2018-09-28	36	288	223	15757.11	102392.18	91876.29	10515.89
SO44286	2017-10-07	6	282	8	4699.59	5538.51	5534.88	3.63
SO59075	2019-12-31	45	283	139	16526.28	35546.74	35931.53	-384.79
SO65183	2020-03-06	20	287	55	12438.69	36395.95	38413.17	-2017.22
SO53486	2019-09-07	2	291	4	2195.69	4949.67	4503.14	446.53
SO48366	2018-12-24	4	282	10	973.61	1981.25	2049.76	-68.51
SO69441	2020-05-09	24	282	95	16547.63	68203.12	72122.01	-3918.89
SO61230	2020-01-20	31	285	104	10695.64	26579.9	23896.09	2683.81
SO49831	2019-04-04	47	282	203	15687.53	48003.41	42458.28	5545.13
SO55287	2019-10-17	32	291	86	12741.46	40621.64	36677.67	3943.97
SO45308	2018-02-16	21	283	94	18880.95	85994.75	79741.88	6252.87
SO48752	2019-01-13	1	285	1	647.99	647.99	598.44	49.55
SO44290	2017-10-09	4	287	7	2133.17	3846.88	3835.16	11.72
SO51173	2019-07-31	6	296	10	1394.75	1484.11	2166.4	-682.29
SO44529	2017-11-14	1	284	1	419.46	419.46	413.15	6.31
SO44294	2017-10-11	11	288	51	16481.15	62073.54	57929.09	4144.45
SO50230	2019-05-10	11	285	31	3329.9	8074.41	8025.81	48.6
SO44542	2017-11-17	7	288	12	8154.69	16259.84	15245.34	1014.5
SO49455	2019-03-04	1	283	1	469.79	469.79	486.71	-16.92
SO47027	2018-08-23	58	283	250	24370.13	105374.95	106622.11	-1247.16
SO50317	2019-05-31	2	288	3	484.79	954.58	983.72	-29.14
SO50248	2019-05-15	3	284	6	759.71	894.22	777.07	117.15
SO45521	2018-03-03	9	289	14	12416.64	19227.01	17798.43	1428.58
SO44288	2017-10-08	34	288	102	15703.98	43803.21	43597.18	206.03
SO46026	2018-05-02	10	281	22	11222.36	27802.91	25660.49	2142.42
SO46649	2018-07-18	20	289	46	4682.07	10491.49	9209.27	1282.22
SO59048	2019-12-25	1	288	1	338.99	338.99	308.22	30.77
SO45795	2018-04-14	25	283	49	15507.51	35123.38	35283.21	-159.83
SO51158	2019-07-26	7	285	19	1343.83	2510.11	2560.06	-49.95
SO67264	2020-04-05	4	296	5	1290.92	1736.33	1784.03	-47.7
SO57101	2019-11-15	5	283	12	1666.67	2568.86	2566.81	2.05
SO49157	2019-02-27	20	283	128	10755.66	66733.09	59904.71	6828.38
SO44090	2017-09-11	13	283	33	3108.66	6654.72	6645.04	9.68
SO48344	2018-12-18	1	282	1	1242.85	1242.85	1117.86	124.99
SO69540	2020-05-28	40	291	207	16104.07	44264.83	45194.61	-929.78
SO51140	2019-07-19	50	283	313	15793.6	58363.8	61199.35	-2835.55
SO50285	2019-05-22	1	283	2	141.62	283.24	209.59	73.65
SO45297	2018-02-11	7	281	11	3846.88	6435.38	6430.87	4.51
SO44315	2017-10-30	5	283	9	1747.74	2597.04	2586.13	10.91
SO50316	2019-05-31	8	287	28	2619.7	6711.15	5949.23	761.92
SO48055	2018-11-20	3	282	6	1007.12	2014.24	2046.79	-32.55
SO47002	2018-08-19	11	282	37	483.08	1256.62	927.17	329.45
SO67263	2020-04-04	29	283	86	13002.52	39822.61	36007.2	3815.41
SO51766	2019-08-15	11	291	34	1860.65	8126.32	7183.71	942.61
SO45302	2018-02-15	15	281	25	12385.06	22217.49	22292.25	-74.76
SO65170	2020-03-04	6	293	13	2414.05	5437.98	5741.83	-303.85
SO49144	2019-02-23	1	285	1	324.45	324.45	300.12	24.33
SO45565	2018-03-22	15	283	39	13872.19	34558.11	32283.85	2274.26
SO65168	2020-03-04	20	287	33	13336.88	20857.74	21399.0	-541.26
SO49165	2019-02-28	5	288	13	2348.95	6107.27	6327.18	-219.91
SO49078	2019-02-08	18	290	47	11443.91	24617.19	22169.59	2447.6
SO51864	2019-08-30	21	285	98	803.81	3918.24	3039.41	878.83
SO65196	2020-03-09	3	296	6	1460.97	4256.94	3834.47	422.47
SO53619	2019-09-29	3	296	3	967.99	967.99	1086.55	-118.56
SO47679	2018-10-06	5	292	8	297.65	348.7	252.64	96.06
SO48779	2019-01-24	4	291	9	2517.89	2631.84	2333.37	298.47
SO46093	2018-05-27	20	283	35	16105.16	26009.31	26075.93	-66.62
SO43887	2017-08-22	1	285	1	419.46	419.46	413.15	6.31
SO51750	2019-08-13	5	295	20	434.26	691.51	693.47	-1.96
SO51087	2019-07-02	1	296	3	953.63	2860.89	4445.81	-1584.92
SO63199	2020-02-16	3	283	5	1382.68	1458.88	1497.41	-38.53
SO48325	2018-12-13	41	283	117	19262.79	48509.86	48937.56	-427.7
SO58964	2019-12-11	1	281	1	218.45	218.45	199.38	19.07
SO57132	2019-11-19	36	295	223	11569.44	40500.69	41309.16	-808.47
SO44093	2017-09-14	19	283	44	6295.2	10680.75	10667.18	13.57
SO69509	2020-05-21	25	287	47	14207.55	29149.07	29757.03	-607.96
SO51693	2019-08-02	31	285	77	17562.66	33973.69	35271.9	-1298.21
SO48030	2018-11-16	7	291	27	2605.72	3258.97	2786.87	472.1
SO50200	2019-05-02	10	291	22	3222.21	5605.2	5670.12	-64.92
SO67288	2020-04-12	15	284	35	1958.91	4393.55	4552.53	-158.98
SO44119	2017-09-24	11	287	41	12281.4	49096.05	45947.38	3148.67
SO57178	2019-11-28	9	288	33	3015.83	3990.1	3501.38	488.72
SO45279	2018-02-05	2	288	3	603.4	1022.86	1007.78	15.08
SO47374	2018-09-07	22	287	84	7164.49	28923.05	25609.47	3313.58
SO44306	2017-10-20	20	285	61	7567.98	18648.7	18456.71	191.99
SO57139	2019-11-21	6	282	13	2801.96	5927.91	6136.59	-208.68
SO51812	2019-08-20	20	288	75	1974.37	5194.38	4316.66	877.72
SO46056	2018-05-15	20	285	86	20886.91	94326.84	87078.85	7247.99
SO45569	2018-03-25	3	283	4	1713.71	2133.17	2124.15	9.02
SO51091	2019-07-04	17	281	52	2796.47	5022.21	5449.32	-427.11
SO46615	2018-07-06	9	288	19	4127.74	7973.29	7619.12	354.17
SO69531	2020-05-26	37	292	184	22175.56	112312.42	114845.33	-2532.91
SO45783	2018-04-05	9	286	27	11737.7	26018.24	24257.82	1760.42
SO47727	2018-10-30	1	285	1	209.26	209.26	185.82	23.44
SO50670	2019-06-05	2	281	2	523.78	523.78	523.83	-0.05
SO50308	2019-05-29	4	291	9	2504.5	2618.45	2321.32	297.13
SO49116	2019-02-17	23	287	57	16950.93	41513.05	42363.57	-850.52
SO67287	2020-04-12	44	287	202	17963.14	74592.23	78294.01	-3701.78
SO50675	2019-06-06	37	281	114	12565.03	38382.43	34178.85	4203.58
SO46335	2018-06-06	1	283	1	356.9	356.9	352.14	4.76
SO44281	2017-10-01	1	282	1	419.46	419.46	413.15	6.31
SO59066	2019-12-29	26	293	44	12776.62	24889.11	25337.1	-447.99
SO57187	2019-11-30	17	296	59	8402.44	18787.73	19373.41	-585.68
SO69464	2020-05-13	58	292	264	15677.47	42038.22	39001.91	3036.31
SO69482	2020-05-16	15	284	37	8335.55	20373.69	20945.06	-571.37
SO63180	2020-02-11	21	287	62	9900.25	21533.98	22648.24	-1114.26
SO69494	2020-05-18	1	292	1	31.58	31.58	23.37	8.21
SO43913	2017-08-29	12	283	34	12280.24	36724.06	34364.22	2359.84
SO48004	2018-11-10	30	287	76	17572.56	44025.48	44326.34	-300.86
SO49843	2019-04-10	41	283	209	13439.09	80588.88	71998.12	8590.76
SO49887	2019-04-27	7	281	13	1958.18	3502.52	3564.98	-62.46
SO53506	2019-09-11	35	283	176	18839.26	106206.64	112186.71	-5980.07
SO57142	2019-11-21	6	282	30	177.56	905.8	655.86	249.94
SO49543	2019-03-30	1	286	1	209.26	209.26	185.82	23.44
SO48341	2018-12-18	48	282	319	15044.42	70065.3	61444.68	8620.62
SO50254	2019-05-16	1	282	1	469.79	469.79	486.71	-16.92
SO49092	2019-02-11	37	293	105	9472.94	20053.9	17673.06	2380.84
SO69417	2020-05-06	24	282	52	16161.66	33513.25	35287.55	-1774.3
SO65184	2020-03-06	9	282	12	7825.0	10723.98	11078.61	-354.63
SO69427	2020-05-07	1	292	1	356.9	356.9	360.94	-4.04
SO46041	2018-05-09	8	282	10	3461.45	3471.83	3470.86	0.97
SO46368	2018-06-20	23	281	41	16892.5	23913.89	23947.12	-33.23
SO59020	2019-12-19	7	295	9	6959.98	8835.83	9135.03	-299.2
SO47038	2018-08-25	1	285	1	183.94	183.94	170.14	13.8
SO47992	2018-11-07	47	293	163	13863.4	43496.28	38383.81	5112.47
SO49166	2019-02-28	21	282	111	10925.08	56199.9	50822.34	5377.56
SO46618	2018-07-07	1	286	3	28.84	86.52	87.24	-0.72
SO45341	2018-02-25	9	283	36	12234.48	34740.22	32550.39	2189.83
SO48060	2018-11-21	2	289	3	939.58	1409.37	1460.12	-50.75
SO53490	2019-09-08	5	287	8	2613.67	3483.35	3507.99	-24.64
SO46336	2018-06-06	1	282	1	419.46	419.46	413.15	6.31
SO47449	2018-09-27	11	285	21	4244.35	10719.31	9502.69	1216.62
SO44534	2017-11-15	13	284	51	17938.58	86452.09	81341.39	5110.7
SO46635	2018-07-14	2	285	4	816.81	2378.45	2191.52	186.93
SO44095	2017-09-15	9	287	24	13148.53	42340.98	39413.81	2927.17
SO69457	2020-05-12	2	295	2	890.82	890.82	922.88	-32.06
SO49095	2019-02-12	16	282	94	10788.32	66728.71	61210.09	5518.62
SO46943	2018-08-03	14	285	38	3931.7	8991.08	8666.78	324.3
SO50245	2019-05-14	45	284	164	11246.1	31537.79	31123.67	414.12
SO65250	2020-03-19	30	296	86	14856.56	24912.16	25253.59	-341.43
SO49134	2019-02-20	4	290	9	2504.5	5031.79	4501.59	530.2
SO46331	2018-06-03	8	284	13	3461.45	5664.52	5679.44	-14.92
SO57059	2019-11-08	2	294	2	2860.88	2860.88	2963.88	-103.0
SO45528	2018-03-07	1	283	1	2146.96	2146.96	2171.29	-24.33
SO59014	2019-12-19	12	287	47	2799.76	15380.47	16296.03	-915.56
SO51726	2019-08-07	26	293	90	14680.13	50891.8	56061.15	-5169.35
SO46935	2018-08-01	3	291	5	580.77	688.75	598.64	90.11
SO65259	2020-03-20	2	285	2	1174.32	1174.32	1216.59	-42.27
SO55263	2019-10-10	14	284	30	6684.44	9699.59	9938.31	-238.72
SO50224	2019-05-09	8	292	16	2619.7	4003.19	3567.8	435.39
SO55257	2019-10-07	24	281	99	16205.24	67687.05	71699.37	-4012.32
SO49482	2019-03-11	5	291	8	2527.29	5009.0	4485.92	523.08
SO59009	2019-12-18	1	281	1	37.25	37.25	27.57	9.68
SO48299	2018-12-05	43	291	178	12632.86	37656.24	33086.28	4569.96
SO51842	2019-08-26	35	287	109	17121.93	44630.15	46507.31	-1877.16
SO67294	2020-04-13	39	289	230	11051.02	55535.81	57799.05	-2263.24
SO44749	2017-12-10	33	288	100	17266.51	45851.79	45886.53	-34.74
SO50734	2019-06-23	1	281	3	744.27	2232.81	1982.74	250.07
SO57165	2019-11-26	1	281	1	158.43	158.43	144.59	13.84
SO53625	2019-09-30	7	285	15	1779.04	2263.31	1953.94	309.37
SO63247	2020-02-22	19	289	39	13470.93	26884.59	27553.61	-669.02
SO47408	2018-09-15	2	282	2	1263.04	1263.04	1131.74	131.3
SO55330	2019-10-31	4	283	6	1903.74	3430.6	3121.5	309.1
SO58924	2019-12-03	32	285	59	18171.59	26653.32	27014.11	-360.79
SO69398	2020-05-02	6	291	18	591.15	868.83	899.16	-30.33
SO44116	2017-09-24	6	285	12	10175.65	20351.3	19072.08	1279.22
SO49519	2019-03-23	2	291	3	74.18	94.37	64.88	29.49
SO53459	2019-09-02	49	282	167	13979.07	30487.63	33940.55	-3452.92
SO44319	2017-10-31	14	285	30	11833.52	34250.31	31984.49	2265.82
SO65226	2020-03-13	33	292	145	7904.67	20478.45	21139.07	-660.62
SO67293	2020-04-13	8	288	31	3767.66	4347.99	4446.24	-98.25
SO49151	2019-02-25	24	281	137	11076.23	62728.51	56292.57	6435.94
SO48732	2019-01-03	3	289	3	414.43	414.43	361.99	52.44
SO58958	2019-12-10	41	291	262	13694.63	56837.19	57688.22	-851.03
SO57185	2019-11-29	13	290	38	9092.15	28913.63	29804.97	-891.34
SO47964	2018-11-01	5	291	13	2111.82	2618.86	2506.42	112.44
SO51827	2019-08-23	30	287	57	12278.38	24143.5	29434.25	-5290.75
SO47410	2018-09-16	20	292	66	6826.54	15445.54	13582.46	1863.08
SO43873	2017-08-19	28	282	93	13501.84	41250.48	41135.98	114.5
SO58997	2019-12-16	7	296	25	222.85	762.09	695.61	66.48
SO65239	2020-03-16	2	287	2	109.25	109.25	72.45	36.8
SO57023	2019-11-02	32	284	220	4352.54	35218.6	37516.13	-2297.53
SO44741	2017-12-02	2	289	2	4079.98	4079.98	3824.3	255.68
SO65244	2020-03-18	7	282	11	6639.96	11376.69	11786.26	-409.57
SO57079	2019-11-11	7	291	24	2957.34	10319.81	9206.11	1113.7
SO46941	2018-08-03	10	292	18	4380.98	7222.83	6383.04	839.79
SO44109	2017-09-22	15	286	32	6614.71	13837.1	13804.6	32.5
SO46996	2018-08-16	40	285	92	22022.04	63794.25	64500.92	-706.67
SO51799	2019-08-20	3	285	3	700.87	700.87	638.55	62.32
SO59073	2019-12-31	8	285	24	1770.63	2492.27	2573.59	-81.32
SO59022	2019-12-19	3	284	4	1228.18	1830.53	1822.61	7.92
SO51700	2019-08-03	24	291	75	2432.88	4823.35	4644.23	179.12
SO44760	2017-12-15	4	287	6	4834.76	5202.64	5239.18	-36.54
SO46623	2018-07-08	3	292	4	1533.88	2278.15	2025.07	253.08
SO49447	2019-03-02	1	283	2	53.99	107.98	74.24	33.74
SO50698	2019-06-12	20	291	53	11448.31	26439.98	23510.26	2929.72
SO48786	2019-01-27	43	283	110	11603.48	22843.13	22520.76	322.37
SO45274	2018-02-05	9	282	35	14268.96	66993.7	62793.35	4200.35
SO43846	2017-08-02	4	284	6	551.65	919.53	907.86	11.67
SO46348	2018-06-11	21	287	79	10586.02	32596.31	59802.62	-27206.31
SO69530	2020-05-26	1	293	1	445.41	445.41	461.44	-16.03
SO53469	2019-09-04	15	293	36	8979.01	21536.44	22878.43	-1341.99
SO45041	2018-01-02	1	286	1	419.46	419.46	413.15	6.31
SO55276	2019-10-15	27	282	108	17439.9	74984.05	78111.39	-3127.34
SO47664	2018-10-03	20	281	87	10261.81	41414.92	37073.83	4341.09
SO53529	2019-09-15	1	291	1	16.27	16.27	12.04	4.23
SO46383	2018-06-25	9	285	25	7328.3	20581.6	40070.26	-19488.66
SO49468	2019-03-07	15	284	51	10439.12	36476.15	32935.88	3540.27
SO58920	2019-12-03	47	288	276	14468.14	85413.16	90806.59	-5393.43
SO49840	2019-04-08	3	287	3	2131.87	2131.87	2172.99	-41.12
SO46065	2018-05-18	4	288	6	8114.96	12164.94	11402.61	762.33
SO61200	2020-01-09	23	272	89	14268.72	71035.53	73715.55	-2680.02
SO49136	2019-02-21	32	293	128	18558.49	70164.3	71372.43	-1208.13
SO55311	2019-10-26	30	292	181	3062.03	11598.46	11439.03	159.43
SO46629	2018-07-10	39	283	165	21994.2	99420.88	101662.15	-2241.27
SO63244	2020-02-21	8	296	14	7663.09	9691.34	9961.64	-270.3
SO47051	2018-08-27	1	289	1	20.52	20.52	15.18	5.34
SO46992	2018-08-16	50	282	156	19598.21	58519.36	59040.42	-521.06
SO48791	2019-01-30	33	282	109	11426.31	28063.06	28291.61	-228.55
SO59029	2019-12-21	31	287	68	12390.49	19932.23	17889.0	2043.23
SO69477	2020-05-15	2	292	8	83.98	335.92	209.41	126.51
SO44548	2017-11-21	1	282	1	419.46	419.46	413.15	6.31
SO53475	2019-09-05	49	292	258	14762.01	39785.15	40530.32	-745.17
SO44536	2017-11-16	1	283	1	722.59	722.59	623.84	98.75
SO69458	2020-05-12	1	289	1	461.69	461.69	419.78	41.91
SO57186	2019-11-29	59	282	344	17658.86	112299.77	101531.91	10767.86
SO51696	2019-08-02	7	292	12	1789.45	2006.0	1725.81	280.19
SO48359	2018-12-22	47	272	243	14552.55	80477.79	81682.22	-1204.43
SO50255	2019-05-16	1	281	3	15.0	45.0	30.94	14.06
SO55315	2019-10-27	2	282	3	2159.35	3589.79	3719.03	-129.24
SO46982	2018-08-13	1	290	1	65.6	65.6	48.55	17.05
SO48760	2019-01-17	19	285	60	7101.34	21705.37	19196.54	2508.83
SO63126	2020-02-01	1	288	2	1020.59	2041.18	2165.02	-123.84
SO49854	2019-04-14	2	292	3	344.64	669.09	614.12	54.97
SO43693	2017-07-27	10	281	23	12284.86	20541.38	19228.95	1312.43
SO44510	2017-11-08	1	287	2	874.79	1749.58	1769.42	-19.84
SO45807	2018-04-24	4	281	9	2051.64	3524.04	3477.05	46.99
SO44489	2017-11-04	5	289	24	6139.04	10292.93	9625.5	667.43
SO58926	2019-12-03	27	292	73	9551.02	25086.26	22503.12	2583.14
SO44081	2017-09-06	16	288	41	13358.49	37536.93	34797.33	2739.6
SO53450	2019-09-01	1	288	4	5.39	21.56	13.45	8.11
SO45065	2018-01-26	15	285	28	12023.55	24025.02	24131.34	-106.32
SO57121	2019-11-18	39	282	154	16619.52	51378.84	53878.23	-2499.39
SO63282	2020-02-27	24	292	90	15452.62	66375.6	68384.84	-2009.24
SO46375	2018-06-23	1	282	1	356.9	356.9	352.14	4.76
SO49873	2019-04-22	2	285	3	1249.65	1269.84	1133.57	136.27
SO47684	2018-10-08	8	281	19	1421.84	1692.38	1449.25	243.13
SO63285	2020-02-27	35	281	114	15076.8	47450.25	50005.98	-2555.73
SO46664	2018-07-25	23	281	55	6110.9	15946.32	15711.83	234.49
SO55256	2019-10-07	29	282	73	19397.75	45633.08	46607.76	-974.68
SO57071	2019-11-09	3	284	3	595.33	595.33	543.35	51.98
SO48349	2018-12-19	40	283	114	19914.21	54184.08	54513.47	-329.39
SO47018	2018-08-22	57	287	248	24771.48	107990.78	109753.86	-1763.08
SO61185	2020-01-05	1	289	1	461.69	461.69	419.78	41.91
SO49844	2019-04-11	34	289	167	14252.65	75440.35	76786.83	-1346.48
SO65265	2020-03-22	1	285	1	323.99	323.99	343.65	-19.66
SO46674	2018-07-28	1	285	1	324.45	324.45	300.12	24.33
SO53451	2019-09-01	2	293	3	1062.97	1791.88	1971.74	-179.86
SO47415	2018-09-17	13	291	33	1219.16	2779.91	2421.88	358.03
SO48054	2018-11-20	3	282	6	1409.37	2818.74	2920.24	-101.5
SO48083	2018-11-28	10	287	41	3894.15	6941.78	6139.39	802.39
SO47698	2018-10-18	34	286	192	12373.81	72950.2	65302.2	7648.0
SO50740	2019-06-25	6	285	22	3770.14	8961.46	7987.79	973.67
SO51802	2019-08-20	3	289	4	2365.17	3385.76	3591.18	-205.42
SO50729	2019-06-22	1	272	1	1466.01	1466.01	1518.79	-52.78
SO50678	2019-06-06	16	287	51	6679.97	16810.21	14686.97	2123.24
SO49544	2019-03-31	2	289	2	405.59	405.59	331.1	74.49
SO61254	2020-01-27	5	295	7	5182.14	8043.02	8332.58	-289.56
SO49052	2019-02-03	31	291	126	19343.65	88446.64	90247.79	-1801.15
SO57157	2019-11-24	25	287	68	10334.12	30687.52	31750.14	-1062.62
SO46389	2018-06-29	1	285	2	850.0	1700.0	3824.31	-2124.31
SO43860	2017-08-09	12	286	16	7132.72	10993.39	11011.73	-18.34
SO53589	2019-09-24	4	282	8	420.53	1101.25	986.55	114.7
